Age,City,Current Status,Do you own multiple profiles on Instagram?,Gender,Highest Education,Location (City Airport Code),Phone OS,State,Zone,"How many followers do you have on Instagram? (In case of multiple accounts, please mention the one with the maximum)",How many posts do you have on Instagram?,Latitude,Longitude,Time Spent on Facebook in last week (in minutes),Time Spent on Facebook in last weekend (in minutes),Time Spent on Instagram in last week (in minutes),Time Spent on Instagram in last weekend (in minutes),Time Spent on WhatsApp in last week (in minutes),Time Spent on WhatsApp in last weekend (in minutes),Total Facebook Usage,Total Instagram Usage,Total Social Media Usage,Total Week Usage,Total Weekend Usage,Total WhatsApp Usage
23,Mumbai,Student,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,285,32,18.987807,72.836447,10,0,165,50,420,120,10,215,765,595,170,540
28,Delhi,Working professional,Yes,Female,Post graduation,DEL,Android,Delhi,Northern,421,36,28.651952,77.231495,0,0,208,91,606,300,0,299,"1,205",814,391,906
27,Mumbai,Working professional,Yes,Female,Post graduation,BOM,Android,Maharashtra,Western,"1,200",18,18.987807,72.836447,2,1,6,4,550,220,3,10,783,558,225,770
28,Pune,Working professional,Yes,Female,Post graduation,PNQ,Android,Maharashtra,Western,"1,050",258,18.513271,73.849852,0,0,133,113,126,149,0,246,521,259,262,275
26,Mumbai,Working professional,yes,Female,Post graduation,BOM,Android,Maharashtra,Western,"1,000",180,18.987807,72.836447,15,0,500,100,250,180,15,600,"1,045",765,280,430
26,Kolkata,Sabbatical,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,378,74,22.562627,88.363044,0,0,347,154,748,438,0,501,"1,687","1,095",592,"1,186"
35,Delhi,Sabbatical,No,Female,Post graduation,DEL,iOs,Delhi,Northern,"1,236",127,28.651952,77.231495,50,0,"1,000",300,420,150,50,"1,300","1,920","1,470",450,570
32,Mumbai,Sabbatical,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,"1,652",501,18.987807,72.836447,0,0,"1,271",180,"1,056",165,0,"1,451","2,672","2,327",345,"1,221"
24,Kolkata,Student,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,969,183,22.562627,88.363044,4,2,109,76,"1,379",478,6,185,"2,048","1,492",556,"1,857"
26,Kolkata,Student,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,"1,059",389,22.562627,88.363044,99,5,267,65,556,139,104,332,"1,131",922,209,695
23,Chandigarh,Student,No,Female,Post graduation,IXC,iOs,Chandigarh,Northern,"1,184",402,30.736292,76.788398,0,0,255,6,590,168,0,261,"1,019",845,174,758
22,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,503,31,28.651952,77.231495,0,9,380,165,960,260,9,545,"1,774","1,340",434,"1,220"
25,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,130,5,28.651952,77.231495,50,7,660,480,400,240,57,"1,140","1,837","1,110",727,640
26,Delhi,Student,No,Female,Post graduation,DEL,iOs,Delhi,Northern,231,5,28.651952,77.231495,0,0,150,40,200,30,0,190,420,350,70,230
24,Bengaluru,Student,No,Female,Post graduation,BLR,iOs,Karnataka,Southern,234,12,12.977063,77.587106,0,0,"2,500",360,"1,200",120,0,"2,860","4,180","3,700",480,"1,320"
22,Surat,Student,No,Female,Post graduation,STV,iOs,Gujarat,Western,302,8,21.195944,72.830232,7,1,567,100,"1,260",112,8,667,"2,047","1,834",213,"1,372"
22,Mumbai,Student,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,643,35,18.987807,72.836447,0,10,423,183,"1,072",299,10,606,"1,987","1,495",492,"1,371"
26,Kolkata,Working professional,No,Female,Post graduation,CCU,iOs,West Bengal,Eastern,193,19,22.562627,88.363044,0,0,77,39,236,165,0,116,517,313,204,401
23,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,"3,000",160,28.651952,77.231495,0,0,"1,200",480,600,240,0,"1,680","2,520","1,800",720,840
23,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,"1,200",469,28.651952,77.231495,0,0,400,59,"1,500",129,0,459,"2,088","1,900",188,"1,629"
24,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,511,135,28.651952,77.231495,0,0,214,92,493,170,0,306,969,707,262,663
25,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,173,292,28.651952,77.231495,20,8,"1,800",960,150,30,28,"2,760","2,968","1,970",998,180
27,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,406,42,28.651952,77.231495,37,13,443,177,721,344,50,620,"1,735","1,201",534,"1,065"
29,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,391,29,28.651952,77.231495,0,0,464,185,607,251,0,649,"1,507","1,071",436,858
30,Delhi,Working professional,No,Female,Post graduation,DEL,iOs,Delhi,Northern,414,50,28.651952,77.231495,0,0,308,123,650,278,0,431,"1,359",958,401,928
25,Amritsar,Working professional,No,Female,Post graduation,ATQ,iOs,Punjab,Northern,484,230,31.622337,74.875335,20,0,230,230,420,120,20,460,"1,020",670,350,540
25,Vishakhapatnam,Working professional,No,Female,Post graduation,VTZ,iOs,Andhra Pradesh,Southern,300,600,17.704052,83.297663,0,0,60,15,120,45,0,75,240,180,60,165
25,Bengaluru,Working professional,No,Female,Post graduation,BLR,iOs,Karnataka,Southern,"1,000",105,12.977063,77.587106,10,5,480,330,120,60,15,810,"1,005",610,395,180
37,Bengaluru,Working professional,No,Female,Post graduation,BLR,iOs,Karnataka,Southern,453,29,12.977063,77.587106,10,10,78,25,156,69,20,103,348,244,104,225
24,Hyderabad,Working professional,No,Female,Post graduation,HYD,iOs,Telangana,Southern,620,287,17.384052,78.456355,8,2,143,70,163,62,10,213,448,314,134,225
45,Ahmedabad,Working professional,No,Female,Post graduation,AMD,iOs,Gujarat,Western,67,5,23.025793,72.587265,0,0,35,45,455,170,0,80,705,490,215,625
26,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,879,213,18.987807,72.836447,100,0,830,808,890,"1,290",100,"1,638","3,918","1,820","2,098","2,180"
35,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,"1,000",20,18.987807,72.836447,0,0,120,120,"1,200","2,100",0,240,"3,540","1,320","2,220","3,300"
37,Mumbai,Working professional,No,Female,Post graduation,BOM,iOs,Maharashtra,Western,"1,290",344,18.987807,72.836447,0,10,120,210,730,900,10,330,"1,970",850,"1,120","1,630"
23,Kolkata,Student,Yes,Female,Post graduation,CCU,iOs,West Bengal,Eastern,363,378,22.562627,88.363044,54,9,353,138,720,308,63,491,"1,582","1,127",455,"1,028"
24,Delhi,Student,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,365,152,28.651952,77.231495,1,0,322,59,744,271,1,381,"1,397","1,067",330,"1,015"
22,Bengaluru,Student,Yes,Female,Post graduation,BLR,iOs,Karnataka,Southern,165,20,12.977063,77.587106,0,0,240,120,480,120,0,360,960,720,240,600
22,Ahmedabad,Student,Yes,Female,Post graduation,AMD,iOs,Gujarat,Western,573,173,23.025793,72.587265,43,2,300,36,"1,440",420,45,336,"2,241","1,783",458,"1,860"
25,Delhi,Working professional,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,660,470,28.651952,77.231495,12,12,120,130,27,35,24,250,336,159,177,62
36,Delhi,Working professional,Yes,Female,Post graduation,DEL,iOs,Delhi,Northern,727,123,28.651952,77.231495,64,12,769,307,312,125,76,"1,076","1,589","1,145",444,437
29,Hyderabad,Working professional,Yes,Female,Post graduation,Hyd,iOs,Telangana,Southern,367,41,17.384052,78.456355,210,0,840,240,420,100,210,"1,080","1,810","1,470",340,520
33,Mumbai,Working professional,Yes,Female,Post graduation,BOM,iOs,Maharashtra,Western,309,45,18.987807,72.836447,60,0,800,420,900,450,60,"1,220","2,630","1,760",870,"1,350"
25,Indore,Sabbatical,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,"2,554",111,22.717736,75.85859,0,0,367,74,98,31,0,441,570,465,105,129
21,Kolkata,Sabbatical,No,Male,Graduation,Ccu,Android,West Bengal,Eastern,683,90,22.562627,88.363044,0,0,449,28,207,40,0,477,724,656,68,247
47,Delhi,Sabbatical,No,Male,Graduation,DEL,Android,Delhi,Northern,111,60,28.651952,77.231495,30,10,45,10,"1,260",360,40,55,"1,715","1,335",380,"1,620"
18,Vishakhapatnam,Sabbatical,No,Male,Graduation,VTZ,Android,Andhra Pradesh,Southern,280,17,17.704052,83.297663,0,0,0,0,210,300,0,0,510,210,300,510
25,Mangalore,Sabbatical,No,Male,Graduation,IXE,Android,Karnataka,Southern,231,13,12.865371,74.842432,15,2,826,389,207,47,17,"1,215","1,486","1,048",438,254
24,Ahmedabad,Sabbatical,No,Male,Graduation,AMD,Android,Gujarat,Western,296,72,23.025793,72.587265,5,2,"1,422",457,153,47,7,"1,879","2,086","1,580",506,200
24,Baroda,Sabbatical,No,Male,Graduation,BDQ,Android,Gujarat,Western,481,107,22.3072,73.1812,31,5,353,94,214,78,36,447,775,598,177,292
20,Mumbai,Sabbatical,No,Male,Graduation,BOM,Android,Maharashtra,Western,398,30,18.987807,72.836447,0,0,170,57,101,33,0,227,361,271,90,134
21,Bhopal,Student,No,Male,Graduation,BHO,Android,Madhya Pradesh,Central,650,78,23.254688,77.402892,15,5,"1,218",220,450,80,20,"1,438","1,988","1,683",305,530
21,Gwalior,Student,No,Male,Graduation,GWL,Android,Madhya Pradesh,Central,357,37,26.229825,78.173369,0,0,200,100,600,200,0,300,"1,100",800,300,800
21,Gwalior,Student,No,Male,Graduation,GWL,Android,Madhya Pradesh,Central,317,159,26.229825,78.173369,0,0,174,50,629,120,0,224,973,803,170,749
21,Gwalior,Student,No,Male,Graduation,GWL,Android,Madhya Pradesh,Central,742,206,26.229825,78.173369,70,2,450,340,253,134,72,790,"1,249",773,476,387
21,Gwalior,Student,No,Male,Graduation,GWL,Android,Madhya Pradesh,Central,600,70,26.229825,78.173369,36,6,440,112,660,125,42,552,"1,379","1,136",243,785
20,Indore,Student,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,451,44,22.717736,75.85859,10,0,600,360,600,100,10,960,"1,670","1,210",460,700
23,Indore,Student,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,78,9,22.717736,75.85859,0,0,456,103,"1,100",246,0,559,"1,905","1,556",349,"1,346"
23,Indore,Student,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,502,27,22.717736,75.85859,0,0,48,19,"1,854",662,0,67,"2,583","1,902",681,"2,516"
23,Indore,Student,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,450,11,22.717736,75.85859,150,12,382,94,569,125,162,476,"1,332","1,101",231,694
20,Patna,Student,No,Male,Graduation,PAT,Android,Bihar,Eastern,88,12,25.615379,85.101027,0,0,12,20,32,42,0,32,106,44,62,74
23,Patna,Student,No,Male,Graduation,PAT,Android,Bihar,Eastern,417,38,25.615379,85.101027,10,0,127,271,309,156,10,398,873,446,427,465
26,Ranchi,Student,No,Male,Graduation,IXR,Android,Jharkhand,Eastern,200,5,23.347768,85.338564,0,0,300,320,"2,100","1,200",0,620,"3,920","2,400","1,520","3,300"
25,Bhubaneshwar,Student,No,Male,Graduation,BBI,Android,Odisha,Eastern,353,145,20.272411,85.833853,28,12,52,47,114,157,40,99,410,194,216,271
22,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,525,1,22.562627,88.363044,21,0,480,95,425,113,21,575,"1,134",926,208,538
22,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,318,30,22.562627,88.363044,10,2,210,60,70,20,12,270,372,290,82,90
24,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,207,21,22.562627,88.363044,0,0,825,423,396,189,0,"1,248","1,833","1,221",612,585
24,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,261,11,22.562627,88.363044,23,10,144,42,168,54,33,186,441,335,106,222
24,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,236,75,22.562627,88.363044,200,10,800,120,"1,000",145,210,920,"2,275","2,000",275,"1,145"
25,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,550,270,22.562627,88.363044,40,10,350,70,"1,260",300,50,420,"2,030","1,650",380,"1,560"
26,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,100,7,22.562627,88.363044,0,0,45,30,45,30,0,75,150,90,60,75
29,Kolkata,Student,No,Male,Graduation,CCU,Android,West Bengal,Eastern,350,30,22.562627,88.363044,10,2,220,160,180,120,12,380,692,410,282,300
24,Jorhat,Student,No,Male,Graduation,JRH,Android,Assam,North-Eastern,128,78,26.757509,94.203055,57,0,795,426,255,96,57,"1,221","1,629","1,107",522,351
20,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,136,17,28.651952,77.231495,0,0,450,480,900,280,0,930,"2,110","1,350",760,"1,180"
21,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,450,64,28.651952,77.231495,0,0,710,175,"1,004",235,0,885,"2,124","1,714",410,"1,239"
21,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,600,102,28.651952,77.231495,0,0,600,100,"1,050",400,0,700,"2,150","1,650",500,"1,450"
21,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,324,85,28.651952,77.231495,20,5,0,0,780,240,25,0,"1,045",800,245,"1,020"
22,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,111,21,28.651952,77.231495,107,0,220,50,320,135,107,270,832,647,185,455
22,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,600,73,28.651952,77.231495,20,7,740,440,"1,135",370,27,"1,180","2,712","1,895",817,"1,505"
24,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,0,0,57,0,160,0,0,57,217,217,0,160
24,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,392,45,28.651952,77.231495,254,0,608,0,"1,107",161,254,608,"2,130","1,969",161,"1,268"
24,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,275,14,28.651952,77.231495,31,2,390,52,840,368,33,442,"1,683","1,261",422,"1,208"
26,Delhi,Student,No,Male,Graduation,DEL,Android,Delhi,Northern,200,20,28.651952,77.231495,10,10,100,180,"1,000",300,20,280,"1,600","1,110",490,"1,300"
24,Udaipur,Student,No,Male,Graduation,UDR,Android,Rajasthan,Northern,0,0,24.57951,73.690508,0,0,0,0,60,60,0,0,120,60,60,120
24,Udaipur,Student,No,Male,Graduation,UDR,Android,Rajasthan,Northern,96,3,24.57951,73.690508,20,0,145,40,"1,200",320,20,185,"1,725","1,365",360,"1,520"
21,DehraDun,Student,No,Male,Graduation,DED,Android,Uttarakhand,Northern,"1,500",31,30.324427,78.033922,0,0,"3,000","1,100","2,500","1,400",0,"4,100","8,000","5,500","2,500","3,900"
20,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,370,0,23.025793,72.587265,0,0,0,0,100,40,0,0,140,100,40,140
20,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,500,12,23.025793,72.587265,0,0,120,30,120,30,0,150,300,240,60,150
21,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,0,0,23.025793,72.587265,0,0,0,0,250,60,0,0,310,250,60,310
21,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,365,9,23.025793,72.587265,0,0,144,90,350,60,0,234,644,494,150,410
21,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,365,9,23.025793,72.587265,0,0,144,90,350,60,0,234,644,494,150,410
21,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,986,55,23.025793,72.587265,0,0,843,319,167,53,0,"1,162","1,382","1,010",372,220
23,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,378,26,23.025793,72.587265,0,0,126,63,210,90,0,189,489,336,153,300
23,Ahmedabad,Student,No,Male,Graduation,AMD,Android,Gujarat,Western,429,42,23.025793,72.587265,18,7,251,98,565,97,25,349,"1,036",834,202,662
22,Kandla,Student,No,Male,Graduation,IXY,Android,Gujarat,Western,440,56,23.0081,70.187,65,11,455,135,660,221,76,590,"1,547","1,180",367,881
21,Surat,Student,No,Male,Graduation,STV,Android,Gujarat,Western,0,0,21.195944,72.830232,3,0,0,0,94,27,3,0,124,97,27,121
20,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,560,2,18.987807,72.836447,0,0,"2,400",720,600,540,0,"3,120","4,260","3,000","1,260","1,140"
20,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,299,24,18.987807,72.836447,0,0,212,98,233,117,0,310,660,445,215,350
21,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,137,56,18.987807,72.836447,0,0,433,182,"1,222",18,0,615,"1,855","1,655",200,"1,240"
23,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,122,7,18.987807,72.836447,0,0,516,133,220,81,0,649,950,736,214,301
26,Mumbai,Student,No,Male,Graduation,BOM,Android,Maharashtra,Western,461,43,18.987807,72.836447,0,0,231,194,"2,367",834,0,425,"3,626","2,598","1,028","3,201"
22,Indore,Working professional,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,0,0,22.717736,75.85859,0,0,0,0,"1,420",0,0,0,"1,420","1,420",0,"1,420"
23,Indore,Working professional,No,Male,Graduation,IDR,Android,Madhya Pradesh,Central,"1,000",85,22.717736,75.85859,5,10,70,120,150,220,15,190,575,225,350,370
24,Patna,Working professional,No,Male,Graduation,PAT,Android,Bihar,Eastern,0,0,25.615379,85.101027,0,0,0,0,420,30,0,0,450,420,30,450
34,Durgapur,Working professional,No,Male,Graduation,RDP,Android,WEST BENGAL,Eastern,0,0,23.5204443,87.3119227,0,0,0,0,343,236,0,0,579,343,236,579
25,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,252,4,22.562627,88.363044,3,1,13,5,10,4,4,18,36,26,10,14
48,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,0,0,22.562627,88.363044,0,0,0,0,450,50,0,0,500,450,50,500
63,Kolkata,Working professional,No,Male,Graduation,CCU,Android,West Bengal,Eastern,0,0,22.562627,88.363044,0,0,0,0,765,0,0,0,765,765,0,765
21,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,345,50,28.651952,77.231495,0,0,365,154,563,227,0,519,"1,309",928,381,790
22,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,0,0,0,0,45,45,0,0,90,45,45,90
23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,187,12,28.651952,77.231495,0,0,318,156,498,119,0,474,"1,091",816,275,617
23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,250,60,28.651952,77.231495,0,0,600,300,100,60,0,900,"1,060",700,360,160
23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,752,211,28.651952,77.231495,0,0,321,201,420,122,0,522,"1,064",741,323,542
23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,884,249,28.651952,77.231495,0,0,"1,200",560,"1,360",360,0,"1,760","3,480","2,560",920,"1,720"
23,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,520,25,28.651952,77.231495,2,2,600,240,150,30,4,840,"1,024",752,272,180
25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,348,47,28.651952,77.231495,0,0,490,215,414,274,0,705,"1,393",904,489,688
25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,182,79,28.651952,77.231495,0,0,409,218,260,173,0,627,"1,060",669,391,433
25,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,442,28,28.651952,77.231495,24,9,155,67,732,322,33,222,"1,309",911,398,"1,054"
26,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,283,57,28.651952,77.231495,15,3,90,45,190,60,18,135,403,295,108,250
27,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,0,0,28.651952,77.231495,0,0,0,0,"1,124",257,0,0,"1,381","1,124",257,"1,381"
27,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,10,0,28.651952,77.231495,10,5,20,5,15,5,15,25,60,45,15,20
29,Delhi,Working professional,No,Male,Graduation,DEL,Android,Delhi,Northern,646,166,28.651952,77.231495,53,2,143,35,444,172,55,178,849,640,209,616
21,Kulu,Working professional,No,Male,Graduation,KUU,Android,Himachal Pradesh,Northern,930,190,31.9592,77.1089,0,0,480,245,410,170,0,725,"1,305",890,415,580
24,Allahabad,Working professional,No,Male,Graduation,IXD,Android,Uttar Pradesh,Northern,472,243,25.44478,81.843217,0,0,0,0,135,40,0,0,175,135,40,175
24,Lucknow,Working professional,No,Male,Graduation,LKO,Android,Uttar Pradesh,Northern,660,15,26.839281,80.923133,0,0,239,581,896,192,0,820,"1,908","1,135",773,"1,088"
24,DehraDun,Working professional,No,Male,Graduation,DED,Android,Uttarakhand,Northern,568,114,30.324427,78.033922,12,7,562,537,268,342,19,"1,099","1,728",842,886,610
23,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,197,22,12.977063,77.587106,0,0,282,106,361,226,0,388,975,643,332,587
23,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,220,15,12.977063,77.587106,54,5,928,240,660,120,59,"1,168","2,007","1,642",365,780
26,Bengaluru,Working professional,No,Male,Graduation,BLR,Android,Karnataka,Southern,223,15,12.977063,77.587106,0,0,150,150,150,90,0,300,540,300,240,240
22,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,555,90,13.084622,80.248357,0,0,600,180,500,100,0,780,"1,380","1,100",280,600
24,Chennai,Working professional,No,Male,Graduation,MAA,Android,Tamil Nadu,Southern,534,98,13.084622,80.248357,30,10,"1,500",450,750,125,40,"1,950","2,865","2,280",585,875
22,Madurai,Working professional,No,Male,Graduation,IXM,Android,Tamil Nadu,Southern,254,12,9.917347,78.119622,0,0,800,300,"1,200",90,0,"1,100","2,390","2,000",390,"1,290"
26,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,283,37,17.384052,78.456355,0,0,480,382,289,489,0,862,"1,640",769,871,778
26,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,342,27,17.384052,78.456355,5,0,400,150,80,30,5,550,665,485,180,110
27,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,345,70,17.384052,78.456355,0,0,0,0,98,30,0,0,128,98,30,128
29,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,118,9,17.384052,78.456355,0,0,93,15,146,63,0,108,317,239,78,209
56,Hyderabad,Working professional,No,Male,Graduation,HYD,Android,Telangana,Southern,0,0,17.384052,78.456355,0,0,0,0,364,593,0,0,957,364,593,957
21,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,147,3,23.025793,72.587265,0,0,"1,800","2,400","3,000","1,020",0,"4,200","8,220","4,800","3,420","4,020"
21,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,544,8,23.025793,72.587265,0,0,900,"2,400",875,"1,014",0,"3,300","5,189","1,775","3,414","1,889"
22,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,860,26,23.025793,72.587265,0,0,253,91,545,332,0,344,"1,221",798,423,877
31,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,23,0,23.025793,72.587265,0,0,0,0,80,20,0,0,100,80,20,100
49,Ahmedabad,Working professional,No,Male,Graduation,AMD,Android,Gujarat,Western,0,0,23.025793,72.587265,0,0,0,0,"1,200","1,200",0,0,"2,400","1,200","1,200","2,400"
32,Surat,Working professional,No,Male,Graduation,STV,Android,Gujarat,Western,124,5,21.195944,72.830232,20,2,143,26,570,60,22,169,821,733,88,630
40,Surat,Working professional,No,Male,Graduation,STV,Android,Gujarat,Western,370,15,21.195944,72.830232,5,5,650,400,150,60,10,"1,050","1,270",805,465,210
23,Nagpur,Working professional,No,Male,Graduation,NAG,Android,MAHARASHTRA,Western,175,13,21.1458004,79.0881546,0,0,600,250,60,30,0,850,940,660,280,90
27,Nagpur,Working professional,No,Male,Graduation,NAG,Android,MAHARASHTRA,Western,630,35,21.1458004,79.0881546,0,0,343,107,281,90,0,450,821,624,197,371
22,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,647,38,18.987807,72.836447,0,0,545,108,910,263,0,653,"1,826","1,455",371,"1,173"
23,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,329,24,18.987807,72.836447,0,0,712,245,644,69,0,957,"1,670","1,356",314,713
24,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,300,8,18.987807,72.836447,0,0,970,295,430,135,0,"1,265","1,830","1,400",430,565
24,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,92,24,18.987807,72.836447,0,0,156,67,957,20,0,223,"1,200","1,113",87,977
25,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,135,13,18.987807,72.836447,0,0,0,0,"1,395",55,0,0,"1,450","1,395",55,"1,450"
25,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,346,26,18.987807,72.836447,0,0,700,500,"1,000",200,0,"1,200","2,400","1,700",700,"1,200"
26,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,378,107,18.987807,72.836447,105,0,270,105,27,2,105,375,509,402,107,29
27,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,230,23,18.987807,72.836447,60,0,"1,800",40,"3,000",500,60,"1,840","5,400","4,860",540,"3,500"
27,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,300,35,18.987807,72.836447,300,0,"1,500",0,"2,500",60,300,"1,500","4,360","4,300",60,"2,560"
32,Mumbai,Working professional,No,Male,Graduation,BOM,Android,Maharashtra,Western,271,148,18.987807,72.836447,0,0,180,600,"1,200","1,200",0,780,"3,180","1,380","1,800","2,400"
25,Pune,Working professional,No,Male,Graduation,PNQ,Android,Maharashtra,Western,70,18,18.513271,73.849852,0,0,150,400,300,500,0,550,"1,350",450,900,800
23,Delhi,Sabbatical,Yes,Male,Graduation,DEL,Android,Delhi,Northern,"1,132",8,28.651952,77.231495,0,0,900,360,700,200,0,"1,260","2,160","1,600",560,900
27,Delhi,Sabbatical,Yes,Male,Graduation,DEL,Android,Delhi,Northern,789,55,28.651952,77.231495,0,0,440,134,767,320,0,574,"1,661","1,207",454,"1,087"
23,Jammu,Sabbatical,Yes,Male,Graduation,IXJ,Android,Jammu and Kashmir,Northern,231,36,32.735686,74.869112,0,0,425,2,210,42,0,427,679,635,44,252
23,Vishakhapatnam,Sabbatical,Yes,Male,Graduation,VTZ,Android,Andhra Pradesh,Southern,"1,248",302,17.704052,83.297663,0,0,"2,520",215,"3,000",295,0,"2,735","6,030","5,520",510,"3,295"
25,Chennai,Sabbatical,Yes,Male,Graduation,MAA,Android,Tamil Nadu,Southern,170,15,13.084622,80.248357,0,0,100,60,900,200,0,160,"1,260","1,000",260,"1,100"
21,Ahmedabad,Sabbatical,Yes,Male,Graduation,AMD,Android,Gujarat,Western,332,3,23.025793,72.587265,0,0,600,200,600,18.6,0,800,"1,418.60","1,200",218.6,618.6
